PW_gene	PW_id	PW_name						
AT2G18450	PWYQT-4481	TCA cycle variation V (plant)	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1	AT2G18450-MONOMER	succinate dehydrogenase (ubiquinone)	AT2G18450	SDH1-2
AT2G17130	PWYQT-4481	TCA cycle variation V (plant)	ISOCITRATE-DEHYDROGENASE-NAD+-RXN	1.1.1.41	CPLXQT-51	NAD+-dependent isocitrate dehydrogenase	AT2G17130	IDH-II
AT2G17130	PWYQT-4481	TCA cycle variation V (plant)	ISOCITRATE-DEHYDROGENASE-NAD+-RXN	1.1.1.41	AT2G17130-MONOMER	NAD+-dependent isocitrate dehydrogenase regulatory subunit	AT2G17130	IDH-II
AT2G13560	PWYQT-4481	TCA cycle variation V (plant)	1.1.1.39-RXN	1.1.1.39	CPLXQT-54	NAD-dependent malate dehydrogenase (decarboxylating)	AT2G13560	NAD-ME1
AT2G13560	PWYQT-4481	TCA cycle variation V (plant)	1.1.1.39-RXN	1.1.1.39	CPLXQT-52	NAD-dependent malate dehydrogenase (decarboxylating)	AT2G13560	NAD-ME1
AT2G05710	PWYQT-4481	TCA cycle variation V (plant)	ACONITATEDEHYDR-RXN	4.2.1.3	AT2G05710-MONOMER	aconitase	AT2G05710	ACO3
AT2G05710	PWYQT-4481	TCA cycle variation V (plant)	ACONITATEHYDR-RXN	4.2.1.3	AT2G05710-MONOMER	aconitase	AT2G05710	ACO3
AT1G53240	PWYQT-4481	TCA cycle variation V (plant)	MALATE-DEH-RXN	1.1.1.37	AT1G53240-MONOMER	malate dehydrogenase	AT1G53240	mMDH1
AT1G47420	PWYQT-4481	TCA cycle variation V (plant)	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1	CPLX-5301	succinate:ubiquinone oxidoreductase	AT1G47420	SDH5
AT1G32480	PWYQT-4481	TCA cycle variation V (plant)	ISOCITRATE-DEHYDROGENASE-NAD+-RXN	1.1.1.41	AT1G32480-MONOMER	isocitrate dehydrogenase (NAD<small><sup>+</sup></small>)	AT1G32480	AT1G32480
AT1G08480	PWYQT-4481	TCA cycle variation V (plant)	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	1.3.5.1	CPLX-5301	succinate:ubiquinone oxidoreductase	AT1G08480	SDH6
AT1G04410	PWYQT-4481	TCA cycle variation V (plant)	MALATE-DEH-RXN	1.1.1.37	AT1G04410-MONOMER	malate dehydrogenase	AT1G04410	c-NAD-MDH1
AT1G01090	PWYQT-4481	TCA cycle variation V (plant)	PYRUVDEH-RXN	1.2.1.-	AT1G01090-MONOMER	pyruvate dehydrogenase	AT1G01090	AT1G01090
AT5G62980	PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINALDOL-RXN	4.1.2.25	AT5G62980-MONOMER	dihydroneopterin aldolase	AT5G62980	AT5G62980
AT5G57850	PWY-3742	tetrahydrofolate biosynthesis II	ADCLY-RXN	4.1.3.38	AT5G57850-MONOMER	aminodeoxychorismate lyase	AT5G57850	ADCL
AT5G41480	PWY-3742	tetrahydrofolate biosynthesis II	FOLYLPOLYGLUTAMATESYNTH-RXN	6.3.2.17	AT5G41480-MONOMER	tetrahydrofolate synthase	AT5G41480	DFA
AT5G41480	PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATESYNTH-RXN	6.3.2.12	AT5G41480-MONOMER	dihydrofolate synthetase	AT5G41480	DFA
AT5G05980	PWY-3742	tetrahydrofolate biosynthesis II	FOLYLPOLYGLUTAMATESYNTH-RXN	6.3.2.17	AT5G05980-MONOMER	folylpolyglutamate synthetase	AT5G05980	AT5G05980
AT5G05980	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6102	6.3.2.17	AT5G05980-MONOMER	tetrahydrofolate folylpolyglutamate synthase	AT5G05980	AT5G05980
AT4G34570	PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATEREDUCT-RXN	1.5.1.3	AT4G34570-MONOMER	dihydrofolate reductase/thymidylate synthase	AT4G34570	AT4G34570
AT4G30000	PWY-3742	tetrahydrofolate biosynthesis II	H2PTEROATESYNTH-RXN	2.5.1.15	AT4G30000-MONOMER	dihydropteroate synthase	AT4G30000	AT4G30000
AT4G30000	PWY-3742	tetrahydrofolate biosynthesis II	H2PTERIDINEPYROPHOSPHOKIN-RXN	2.7.6.3	AT4G30000-MONOMER	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	AT4G30000	AT4G30000
AT4G00620	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6282	3.5.4.9	AT4G00620-MONOMER	methenyltetrahydrofolate cyclohydrolase	AT4G00620	AT4G00620
AT4G00600	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6282	3.5.4.9	AT4G00600-MONOMER	methenyltetrahydrofolate cyclohydrolase	AT4G00600	AT4G00600
AT3G55630	PWY-3742	tetrahydrofolate biosynthesis II	FOLYLPOLYGLUTAMATESYNTH-RXN	6.3.2.17	AT3G55630-MONOMER	folylpolyglutamate synthetase	AT3G55630	AT3G55630
AT3G55630	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6102	6.3.2.17	AT3G55630-MONOMER	tetrahydrofolate folylpolyglutamate synthase	AT3G55630	AT3G55630
AT3G21730	PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINALDOL-RXN	4.1.2.25	AT3G21730-MONOMER	dihydroneopterin aldolase	AT3G21730	AT3G21730
AT3G12290	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6282	3.5.4.9	AT3G12290-MONOMER	methenyltetrahydrofolate cyclohydrolase	AT3G12290	AT3G12290
AT3G11750	PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINALDOL-RXN	4.1.2.25	AT3G11750-MONOMER	dihydroneopterin aldolase	AT3G11750	AT3G11750
AT3G10160	PWY-3742	tetrahydrofolate biosynthesis II	FOLYLPOLYGLUTAMATESYNTH-RXN	6.3.2.17	AT3G10160-MONOMER	folylpolyglutamate synthetase	AT3G10160	AT3G10160
AT3G10160	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6102	6.3.2.17	AT3G10160-MONOMER	tetrahydrofolate folylpolyglutamate synthetase	AT3G10160	AT3G10160
AT3G07270	PWY-3742	tetrahydrofolate biosynthesis II	GTP-CYCLOHYDRO-I-RXN	3.5.4.16	AT3G07270-CPLX	GTP cyclohydrolase I	AT3G07270	AT3G07270
AT2G38660	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6282	3.5.4.9	AT2G38660-MONOMER	methenyltetrahydrofolate cyclohydrolase	AT2G38660	AT2G38660
AT2G28880	PWY-3742	tetrahydrofolate biosynthesis II	PABASYN-RXN	2.6.1.85	AT2G28880-MONOMER	aminodeoxychorismate synthase	AT2G28880	ADCS
AT2G21550	PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATEREDUCT-RXN	1.5.1.3	AT2G21550-MONOMER	dihydrofolate reductase	AT2G21550	AT2G21550
AT2G16370	PWY-3742	tetrahydrofolate biosynthesis II	DIHYDROFOLATEREDUCT-RXN	1.5.1.3	AT2G16370-MONOMER	dihydrofolate reductase/thymidylate synthase	AT2G16370	AT2G16370
AT2G12280	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6283	6.3.4.3	AT2G12280-MONOMER	formate-tetrahydrofolate ligase	AT2G12280	AT2G12280
AT1G69190	PWY-3742	tetrahydrofolate biosynthesis II	H2PTEROATESYNTH-RXN	2.5.1.15	AT1G69190-MONOMER	hydroxymethyldihydropterin pyrophosphokinase/ dihydropteroate synthase	AT1G69190	HPPK/DHPS2
AT1G69190	PWY-3742	tetrahydrofolate biosynthesis II	H2PTERIDINEPYROPHOSPHOKIN-RXN	2.7.6.3	AT1G69190-MONOMER	hydroxymethyldihydropterin pyrophosphokinase/ dihydropteroate synthase	AT1G69190	HPPK/DHPS2
AT1G68760	PWY-3742	tetrahydrofolate biosynthesis II	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	3.6.1.-	AT1G68760-MONOMER	dihydroneopterin triphosphate pyrophosphohydrolase	AT1G68760	AT1G68760
AT1G50480	PWY-3742	tetrahydrofolate biosynthesis II	RXN-6283	6.3.4.3	AT1G50480-MONOMER	10-formyltetrahydrofolate synthetase	AT1G50480	AT1G50480
AT5G64050	PWY-5188	tetrapyrrole biosynthesis I	GLURS-RXN	6.1.1.17	AT5G64050-MONOMER	glutamate-tRNA ligase	AT5G64050	AT5G64050
AT5G63570	PWY-5188	tetrapyrrole biosynthesis I	GSAAMINOTRANS-RXN	5.4.3.8	AT5G63570-MONOMER	glutamate-1-semialdehyde aminotransferase	AT5G63570	GSA1
AT5G26710	PWY-5188	tetrapyrrole biosynthesis I	GLURS-RXN	6.1.1.17	AT5G26710-MONOMER	glutamate-tRNA ligase	AT5G26710	AT5G26710
AT5G08280	PWY-5188	tetrapyrrole biosynthesis I	OHMETHYLBILANESYN-RXN	2.5.1.61	AT5G08280-MONOMER	hydroxymethylbilane synthase	AT5G08280	HEMC
AT3G48730	PWY-5188	tetrapyrrole biosynthesis I	GSAAMINOTRANS-RXN	5.4.3.8	AT3G48730-MONOMER	glutamate-1-semialdehyde aminotransferase	AT3G48730	AT3G48730
AT2G31250	PWY-5188	tetrapyrrole biosynthesis I	GLUTRNAREDUCT-RXN	1.2.1.70	AT2G31250-MONOMER	glutamyl-tRNA reductase	AT2G31250	At2g31250
AT2G26540	PWY-5188	tetrapyrrole biosynthesis I	UROGENIIISYN-RXN	4.2.1.75	AT2G26540-MONOMER	uroporphyrinogen III synthase	AT2G26540	AT2G26540
AT1G69740	PWY-5188	tetrapyrrole biosynthesis I	PORPHOBILSYNTH-RXN	4.2.1.24	AT1G69740-MONOMER	porphobilinogen synthase	AT1G69740	HEMB1
AT1G58290	PWY-5188	tetrapyrrole biosynthesis I	GLUTRNAREDUCT-RXN	1.2.1.70	AT1G58290-MONOMER	glutamyl-tRNA reductase	AT1G58290	HEMA1
AT1G44318	PWY-5188	tetrapyrrole biosynthesis I	PORPHOBILSYNTH-RXN	4.2.1.24	AT1G44318-MONOMER	porphobilinogen synthase	AT1G44318	AT1G44318
AT1G09940	PWY-5188	tetrapyrrole biosynthesis I	GLUTRNAREDUCT-RXN	1.2.1.70	AT1G09940-MONOMER	glutamyl-tRNA reductase	AT1G09940	HEMA2
AT5G48010	PWY-5992	thalianol and derivatives biosynthesis	RXN-9630	5.4.99.31	AT5G48010-MONOMER	thalianol synthase	AT5G48010	THAS1
AT5G48000	PWY-5992	thalianol and derivatives biosynthesis	RXN-9631	1.14.13.-	AT5G48000-MONOMER	thalianol hydroxylase	AT5G48000	THAH
AT5G47990	PWY-5992	thalianol and derivatives biosynthesis	RXN-9637	1.14.21.-	AT5G47990-MONOMER	thalian-diol desaturase	AT5G47990	THAD
AT3G32047	PWY-5992	thalianol and derivatives biosynthesis	RXN-9637	1.14.21.-	AT3G32047-MONOMER	thalian-diol desaturase	AT3G32047	AT3G32047
AT5G51260	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT5G51260-MONOMER	acid phosphatase	AT5G51260	AT5G51260
AT5G44020	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT5G44020-MONOMER	acid phosphatase	AT5G44020	AT5G44020
AT5G34850	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT5G34850-MONOMER	acid phosphatase	AT5G34850	PAP26
AT5G19470	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	THIAMIN-PYROPHOSPHOKINASE-RXN	2.7.6.2	AT5G19470-MONOMER	thiamin diphosphokinase	AT5G19470	AT5G19470
AT5G19460	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	THIAMIN-PYROPHOSPHOKINASE-RXN	2.7.6.2	AT5G19460-MONOMER	thiamin diphosphokinase	AT5G19460	AT5G19460
AT4G36350	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT4G36350-MONOMER	acid phosphatase	AT4G36350	AT4G36350
AT4G29270	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT4G29270-MONOMER	acid phosphatase	AT4G29270	AT4G29270
AT4G29260	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT4G29260-MONOMER	acid phosphatase	AT4G29260	AT4G29260
AT4G25150	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT4G25150-MONOMER	acid phosphatase	AT4G25150	AT4G25150
AT4G13700	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT4G13700-MONOMER	acid phosphatase	AT4G13700	AT4G13700
AT3G52820	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G52820-MONOMER	acid phosphatase	AT3G52820	AT3G52820
AT3G52810	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G52810-MONOMER	acid phosphatase	AT3G52810	AT3G52810
AT3G52780	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G52780-MONOMER	acid phosphatase	AT3G52780	AT3G52780
AT3G46120	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G46120-MONOMER	acid phosphatase	AT3G46120	AT3G46120
AT3G20500	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G20500-MONOMER	acid phosphatase	AT3G20500	AT3G20500
AT3G17790	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G17790-MONOMER	acid phosphatase	AT3G17790	AT3G17790
AT3G07130	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT3G07130-MONOMER	acid phosphatase	AT3G07130	AT3G07130
AT2G44750	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	THIAMIN-PYROPHOSPHOKINASE-RXN	2.7.6.2	AT2G44750-MONOMER	thiamin pyrophosphokinase	AT2G44750	TPK2
AT2G38600	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G38600-MONOMER	acid phosphatase	AT2G38600	AT2G38600
AT2G32770	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G32770-MONOMER	acid phosphatase	AT2G32770	AT2G32770
AT2G27190	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G27190-MONOMER	acid phosphatase	AT2G27190	PAP12
AT2G18130	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G18130-MONOMER	acid phosphatase	AT2G18130	AT2G18130
AT2G16430	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G16430-MONOMER	acid phosphatase	AT2G16430	AT2G16430
AT2G03450	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G03450-MONOMER	acid phosphatase	AT2G03450	AT2G03450
AT2G01890	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G01890-MONOMER	acid phosphatase	AT2G01890	AT2G01890
AT2G01880	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT2G01880-MONOMER	acid phosphatase	AT2G01880	AT2G01880
AT1G56360	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT1G56360-MONOMER	acid phosphatase	AT1G56360	AT1G56360
AT1G52940	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT1G52940-MONOMER	acid phosphatase	AT1G52940	AT1G52940
AT1G25230	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT1G25230-MONOMER	acid phosphatase	AT1G25230	AT1G25230
AT1G22940	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	THI-P-SYN-RXN	2.5.1.3	AT1G22940-MONOMER	thiamin monophosphate pyrophosphorylase	AT1G22940	TH1
AT1G14700	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT1G14700-MONOMER	acid phosphatase	AT1G14700	AT1G14700
AT1G13900	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT1G13900-MONOMER	acid phosphatase	AT1G13900	AT1G13900
AT1G04040	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	RXNQT-4191	3.1.3.2	AT1G04040-MONOMER	acid phosphatase	AT1G04040	AT1G04040
AT1G02880	PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)	THIAMIN-PYROPHOSPHOKINASE-RXN	2.7.6.2	AT1G02880-MONOMER	thiamin pyrophosphokinase	AT1G02880	TPK1
AT5G54770	PWY-6909	thiazole biosynthesis III (eukaryotes)	RXNQT-4301	-	CPLXQT-40	thiazole synthase	AT5G54770	THI1
AT5G54770	PWY-6909	thiazole biosynthesis III (eukaryotes)	RXNQT-4300	-	CPLXQT-40	thiazole synthase	AT5G54770	THI1
AT4G35460	THIOREDOX-PWY	thioredoxin pathway	THIOREDOXIN-REDUCT-NADPH-RXN	1.8.1.9	CPLXQT-33	thioredoxin-disulfide reductase	AT4G35460	NTRB
AT2G41680	THIOREDOX-PWY	thioredoxin pathway	THIOREDOXIN-REDUCT-NADPH-RXN	1.8.1.9	CPLXQT-41	thioredoxin-disulfide reductase	AT2G41680	NTRC
AT2G17420	THIOREDOX-PWY	thioredoxin pathway	THIOREDOXIN-REDUCT-NADPH-RXN	1.8.1.9	CPLXQT-34	thioredoxin-disulfide reductase	AT2G17420	NTRA
AT1G60420	THIOREDOX-PWY	thioredoxin pathway	THIOREDOXIN-REDUCT-NADPH-RXN	1.8.1.9	AT1G60420-MONOMER	thioredoxin-disulfide reductase	AT1G60420	AT1G60420
AT5G66170	PWY-5350	thiosulfate disproportionation III (rhodanese)	THIOSULFATE-SULFURTRANSFERASE-RXN	2.8.1.1	AT5G66170-MONOMER	thiosulfate sulfurtransferase	AT5G66170	AT5G66170
AT5G66040	PWY-5350	thiosulfate disproportionation III (rhodanese)	THIOSULFATE-SULFURTRANSFERASE-RXN	2.8.1.1	AT5G66040-MONOMER	thiosulfate sulfurtransferase	AT5G66040	AT5G66040
AT1G79230	PWY-5350	thiosulfate disproportionation III (rhodanese)	THIOSULFATE-SULFURTRANSFERASE-RXN	2.8.1.1	AT1G79230-MONOMER	thiosulfate sulfurtransferase	AT1G79230	AT1G79230
AT1G16460	PWY-5350	thiosulfate disproportionation III (rhodanese)	THIOSULFATE-SULFURTRANSFERASE-RXN	2.8.1.1	AT1G16460-MONOMER	thiosulfate sulfurtransferase	AT1G16460	AT1G16460
AT4G29840	HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	THRESYN-RXN	4.2.3.1	AT4G29840-MONOMER	threonine synthase	AT4G29840	MTO2
AT2G17265	HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	HOMOSERKIN-RXN	2.7.1.39	AT2G17265-MONOMER	homoserine kinase	AT2G17265	HSK
AT1G72810	HOMOSER-THRESYN-PWY	threonine biosynthesis from homoserine	THRESYN-RXN	4.2.3.1	AT1G72810-MONOMER	threonine synthase	AT1G72810	AT1G72810
AT5G64370	PWY-6430	thymine degradation	RXN-11210	3.5.1.6	AT5G64370-MONOMER	&beta;-ureidopropionase	AT5G64370	PYD3
AT5G12200	PWY-6430	thymine degradation	RXN-11211	3.5.2.2	AT5G12200-MONOMER	dihydropyrimidinase	AT5G12200	PYD2
AT4G15440	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1345	-	CPLX-1383	hydroperoxide lyase	AT4G15440	CYP74B2
AT4G15440	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	HYDROHEX-RXN	-	CPLX-1383	hydroperoxide lyase	AT4G15440	CYP74B2
AT3G61220	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-12299	1.1.1.-	AT3G61220-MONOMER	<i>trans</i>-hexenal reductase	AT3G61220	SDR1
AT3G45140	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1321	1.13.11.12	AT3G45140-MONOMER	linolenate 13S-lipoxygenase	AT3G45140	LOX2
AT3G45140	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	LIPOXYGENASE-RXN	1.13.11.12	AT3G45140-MONOMER	linoleate 13S-lipoxygenase	AT3G45140	LOX2
AT3G22400	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1321	1.13.11.12	AT3G22400-MONOMER	linoleate 13<i>S-</i>lipoxygenase	AT3G22400	LOX5
AT3G22400	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	LIPOXYGENASE-RXN	1.13.11.12	AT3G22400-MONOMER	linoleate 13<i>S-</i>lipoxygenase	AT3G22400	LOX5
AT3G04000	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-12299	1.1.1.-	AT3G04000-MONOMER	<i>trans</i>-2-hexenal reducatase	AT3G04000	ChlADR
AT2G37770	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-12299	1.1.1.-	AT2G37770-MONOMER	<i>trans</i>-2-hexenal reductase	AT2G37770	AKR4C9
AT2G24190	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-12299	1.1.1.-	AT2G24190-MONOMER	<i>trans</i>-2-hexenal reductase	AT2G24190	SDR2
AT1G72520	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1321	1.13.11.12	AT1G72520-MONOMER	linolenate 13S-lipoxygenase	AT1G72520	LOX4
AT1G72520	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	LIPOXYGENASE-RXN	1.13.11.12	AT1G72520-MONOMER	lonoleate 13S-lipoxygenase	AT1G72520	LOX4
AT1G67560	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1321	1.13.11.12	AT1G67560-MONOMER	linolenate 13S-lipoxygenase	AT1G67560	LOX6
AT1G67560	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	LIPOXYGENASE-RXN	1.13.11.12	AT1G67560-MONOMER	linoleate 13S-lipoxygenase	AT1G67560	LOX6
AT1G55020	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1321	1.13.11.12	AT1G55020-MONOMER	linoleate 13<i>S-</i>lipoxygenase	AT1G55020	LOX1
AT1G55020	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	LIPOXYGENASE-RXN	1.13.11.12	AT1G55020-MONOMER	linoleate 13<i>S-</i>lipoxygenase	AT1G55020	LOX1
AT1G54870	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-12299	1.1.1.-	AT1G54870-MONOMER	<i>trans</i>-2-hexenal reductase	AT1G54870	AT1G54870
AT1G17420	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	RXN-1321	1.13.11.12	AT1G17420-MONOMER	linolenate 13S-lipoxygenase	AT1G17420	LOX3
AT1G17420	PWY-5410	traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis	LIPOXYGENASE-RXN	1.13.11.12	AT1G17420-MONOMER	linoleate 13S-lipoxygenase	AT1G17420	LOX3
AT5G65140	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT5G65140-MONOMER	trehalose-phosphatase	AT5G65140	TPPJ
AT5G51460	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT5G51460-MONOMER	trehalose-phosphatase	AT5G51460	TPPA
AT5G10100	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT5G10100-MONOMER	trehalose-phosphatase	AT5G10100	TPPI
AT4G39770	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT4G39770-MONOMER	trehalose-phosphatase	AT4G39770	TPPH
AT4G27550	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT4G27550-MONOMER	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	AT4G27550	TPS4
AT4G22590	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT4G22590-MONOMER	trehalose-phosphatase	AT4G22590	TPPG
AT4G17770	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT4G17770-MONOMER	trehalose-phosphatase	AT4G17770	TPS5
AT4G17770	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT4G17770-MONOMER	trehalose-phosphatase	AT4G17770	TPS5
AT4G12430	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT4G12430-MONOMER	trehalose-phosphatase	AT4G12430	TPPF
AT2G22190	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT2G22190-MONOMER	trehalose-phosphatase	AT2G22190	TPPE
AT2G18700	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT2G18700-MONOMER	trehalose phosphatase	AT2G18700	TPS11
AT2G18700	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT2G18700-MONOMER	trehalose-phosphatase	AT2G18700	TPS11
AT1G78580	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G78580-MONOMER	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	AT1G78580	TPS1
AT1G78090	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT1G78090-MONOMER	trehalose-phosphatase	AT1G78090	TPPB
AT1G70290	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G70290-MONOMER	"&alpha;,&alpha;-trehalose-phosphate synthase (UDP-forming)"	AT1G70290	AT1G70290
AT1G68020	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT1G68020-MONOMER	trehalose-phosphatase	AT1G68020	TPS6
AT1G68020	TRESYN-PWY	trehalose biosynthesis I	TREHALOSE6PSYN-RXN	2.4.1.15	AT1G68020-MONOMER	"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	AT1G68020	TPS6
AT1G60140	TRESYN-PWY	trehalose biosynthesis I	TREHALOSEPHOSPHA-RXN	3.1.3.12	AT1G60140-MONOMER	trehalose-phosphatase	AT1G60140	TPS10
